country,year,indicator,sub_indicator,sex,unit,value
Cambodia,2006,malaria_prevalence,,,,720.0
Cambodia,2010,malaria_prevalence,,,,407.0
Indonesia,2005,malaria_prevalence,,,,100.0
Indonesia,2010,malaria_prevalence,,,,196.0
Indonesia,2014,malaria_prevalence,,,,39.8
Malaysia,2004,malaria_prevalence,,,,24.1
Malaysia,2005,malaria_prevalence,,,,21.0
Malaysia,2006,malaria_prevalence,,,,19.7
Malaysia,2007,malaria_prevalence,,,,20.1
Malaysia,2008,malaria_prevalence,,,,26.8
Malaysia,2010,malaria_prevalence,,,,25.1
Malaysia,2011,malaria_prevalence,,,,23.5
Myanmar,2004,malaria_prevalence,,,,14.0
Myanmar,2005,malaria_prevalence,,,,10.8
Myanmar,2006,malaria_prevalence,,,,10.5
Myanmar,2007,malaria_prevalence,,,,9.0
Myanmar,2008,malaria_prevalence,,,,11.7
Myanmar,2009,malaria_prevalence,,,,10.0
Myanmar,2010,malaria_prevalence,,,,11.7
Myanmar,2011,malaria_prevalence,,,,11.7
Myanmar,2012,malaria_prevalence,,,,8.1
Myanmar,2013,malaria_prevalence,,,,6.8
Myanmar,2014,malaria_prevalence,,,,4.1
Philippines,2005,malaria_prevalence,,,,56.1
Philippines,2006,malaria_prevalence,,,,40.7
Philippines,2007,malaria_prevalence,,,,41.0
Philippines,2008,malaria_prevalence,,,,26.2
Philippines,2009,malaria_prevalence,,,,21.6
Philippines,2010,malaria_prevalence,,,,21.0
Philippines,2011,malaria_prevalence,,,,9.8
Singapore,2005,malaria_prevalence,,,,3.9
Singapore,2006,malaria_prevalence,,,,4.1
Singapore,2007,malaria_prevalence,,,,3.4
Singapore,2008,malaria_prevalence,,,,3.1
Singapore,2009,malaria_prevalence,,,,3.4
Singapore,2010,malaria_prevalence,,,,3.7
Singapore,2011,malaria_prevalence,,,,2.9
Singapore,2012,malaria_prevalence,,,,2.7
Singapore,2013,malaria_prevalence,,,,2.1
Singapore,2014,malaria_prevalence,,,,1.1
Thailand,2005,malaria_prevalence,,,,45.2
Thailand,2006,malaria_prevalence,,,,46.3
Thailand,2007,malaria_prevalence,,,,49.1
Thailand,2008,malaria_prevalence,,,,45.7
Thailand,2009,malaria_prevalence,,,,36.6
Thailand,2010,malaria_prevalence,,,,40.3
Thailand,2011,malaria_prevalence,,,,33.0
Vietnam,2005,malaria_prevalence,,,,99.3
Vietnam,2006,malaria_prevalence,,,,91.6
Vietnam,2007,malaria_prevalence,,,,70.9
Vietnam,2008,malaria_prevalence,,,,60.5
Vietnam,2009,malaria_prevalence,,,,60.9
Vietnam,2010,malaria_prevalence,,,,62.0
Vietnam,2011,malaria_prevalence,,,,51.6
Brunei,2005,maternal_mortality_rate,,,,14.4
Brunei,2006,maternal_mortality_rate,,,,30.4
Brunei,2007,maternal_mortality_rate,,,,34.2
Brunei,2008,maternal_mortality_rate,,,,0.0
Brunei,2009,maternal_mortality_rate,,,,16.3
Brunei,2010,maternal_mortality_rate,,,,15.6
Brunei,2013,maternal_mortality_rate,,,,27.0
Cambodia,2005,maternal_mortality_rate,,,,472.0
Cambodia,2010,maternal_mortality_rate,,,,206.0
Cambodia,2013,maternal_mortality_rate,,,,170.0
Indonesia,2005,maternal_mortality_rate,,,,268.0
Indonesia,2010,maternal_mortality_rate,,,,169.0
Indonesia,2013,maternal_mortality_rate,,,,190.0
Laos,2005,maternal_mortality_rate,,,,405.0
Laos,2010,maternal_mortality_rate,,,,280.0
Laos,2013,maternal_mortality_rate,,,,220.0
Malaysia,2005,maternal_mortality_rate,,,,28.0
Malaysia,2006,maternal_mortality_rate,,,,27.5
Malaysia,2007,maternal_mortality_rate,,,,29.0
Malaysia,2008,maternal_mortality_rate,,,,27.3
Malaysia,2009,maternal_mortality_rate,,,,27.0
Malaysia,2010,maternal_mortality_rate,,,,26.1
Malaysia,2011,maternal_mortality_rate,,,,26.2
Malaysia,2012,maternal_mortality_rate,,,,25.6
Malaysia,2013,maternal_mortality_rate,,,,29.0
Myanmar,2005,maternal_mortality_rate,,,,250.0
Myanmar,2010,maternal_mortality_rate,,,,233.0
Myanmar,2013,maternal_mortality_rate,,,,200.0
Philippines,2005,maternal_mortality_rate,,,,144.0
Philippines,2010,maternal_mortality_rate,,,,129.0
Philippines,2013,maternal_mortality_rate,,,,120.0
Singapore,2005,maternal_mortality_rate,,,,13.3
Singapore,2006,maternal_mortality_rate,,,,10.4
Singapore,2007,maternal_mortality_rate,,,,7.6
Singapore,2008,maternal_mortality_rate,,,,7.5
Singapore,2009,maternal_mortality_rate,,,,0.0
Singapore,2010,maternal_mortality_rate,,,,2.6
Singapore,2011,maternal_mortality_rate,,,,8.0
Singapore,2012,maternal_mortality_rate,,,,2.0
Singapore,2013,maternal_mortality_rate,,,,3.0
Singapore,2014,maternal_mortality_rate,,,,2.0
Thailand,2006,maternal_mortality_rate,,,,11.7
Thailand,2007,maternal_mortality_rate,,,,12.2
Thailand,2008,maternal_mortality_rate,,,,11.3
Thailand,2009,maternal_mortality_rate,,,,10.8
Thailand,2010,maternal_mortality_rate,,,,10.2
Thailand,2011,maternal_mortality_rate,,,,8.9
Thailand,2012,maternal_mortality_rate,,,,17.6
Thailand,2013,maternal_mortality_rate,,,,26.0
Vietnam,2005,maternal_mortality_rate,,,,80.0
Vietnam,2006,maternal_mortality_rate,,,,75.1
Vietnam,2007,maternal_mortality_rate,,,,75.0
Vietnam,2008,maternal_mortality_rate,,,,76.0
Vietnam,2009,maternal_mortality_rate,,,,69.0
Vietnam,2010,maternal_mortality_rate,,,,69.0
Vietnam,2013,maternal_mortality_rate,,,,49.0
Brunei,2000,nurses_midwife_density,,,,3.921
Brunei,2002,nurses_midwife_density,,,,6.174
Brunei,2004,nurses_midwife_density,,,,5.412
Brunei,2005,nurses_midwife_density,,,,5.543
Brunei,2006,nurses_midwife_density,,,,5.351
Brunei,2007,nurses_midwife_density,,,,5.114
Brunei,2008,nurses_midwife_density,,,,5.097
Brunei,2009,nurses_midwife_density,,,,5.079
Brunei,2010,nurses_midwife_density,,,,7.391
Brunei,2011,nurses_midwife_density,,,,7.856
Brunei,2012,nurses_midwife_density,,,,8.195
Cambodia,1996,nurses_midwife_density,,,,1.055
Cambodia,1998,nurses_midwife_density,,,,1.004
Cambodia,2000,nurses_midwife_density,,,,0.912
Cambodia,2008,nurses_midwife_density,,,,0.842
Cambodia,2009,nurses_midwife_density,,,,0.851
Cambodia,2010,nurses_midwife_density,,,,0.853
Cambodia,2011,nurses_midwife_density,,,,0.87
Cambodia,2012,nurses_midwife_density,,,,0.92
Cambodia,2013,nurses_midwife_density,,,,0.956
Indonesia,1992,nurses_midwife_density,,,,0.626
Indonesia,2003,nurses_midwife_density,,,,0.817
Indonesia,2009,nurses_midwife_density,,,,0.815
Indonesia,2010,nurses_midwife_density,,,,1.062
Indonesia,2012,nurses_midwife_density,,,,1.365
Laos,1995,nurses_midwife_density,,,,1.254
Laos,2000,nurses_midwife_density,,,,1.021
Laos,2004,nurses_midwife_density,,,,0.99
Laos,2005,nurses_midwife_density,,,,0.996
Laos,2009,nurses_midwife_density,,,,0.865
Laos,2012,nurses_midwife_density,,,,0.862
Malaysia,2000,nurses_midwife_density,,,,1.658
Malaysia,2002,nurses_midwife_density,,,,1.778
Malaysia,2008,nurses_midwife_density,,,,2.678
Malaysia,2010,nurses_midwife_density,,,,3.208
Malaysia,2011,nurses_midwife_density,,,,3.397
Myanmar,2005,nurses_midwife_density,,,,0.731
Myanmar,2006,nurses_midwife_density,,,,0.77
Myanmar,2007,nurses_midwife_density,,,,0.791
Myanmar,2008,nurses_midwife_density,,,,0.812
Myanmar,2009,nurses_midwife_density,,,,0.843
Myanmar,2010,nurses_midwife_density,,,,0.874
Myanmar,2011,nurses_midwife_density,,,,0.901
Myanmar,2012,nurses_midwife_density,,,,0.93
Philippines,2000,nurses_midwife_density,,,,2.073
Philippines,2002,nurses_midwife_density,,,,5.916
Philippines,2004,nurses_midwife_density,,,,5.774
Singapore,1999,nurses_midwife_density,,,,4.172
Singapore,2001,nurses_midwife_density,,,,4.324
Singapore,2004,nurses_midwife_density,,,,4.418
Singapore,2005,nurses_midwife_density,,,,4.486
Singapore,2006,nurses_midwife_density,,,,4.535
Singapore,2007,nurses_midwife_density,,,,4.719
Singapore,2008,nurses_midwife_density,,,,4.992
Singapore,2009,nurses_midwife_density,,,,5.396
Singapore,2010,nurses_midwife_density,,,,5.777
Singapore,2011,nurses_midwife_density,,,,5.194
Singapore,2012,nurses_midwife_density,,,,5.55
Singapore,2013,nurses_midwife_density,,,,5.649
Thailand,1991,nurses_midwife_density,,,,0.711
Thailand,1993,nurses_midwife_density,,,,0.801
Thailand,1995,nurses_midwife_density,,,,0.916
Thailand,1997,nurses_midwife_density,,,,0.931
Thailand,1998,nurses_midwife_density,,,,1.04
Thailand,1999,nurses_midwife_density,,,,1.097
Thailand,2001,nurses_midwife_density,,,,1.231
Thailand,2002,nurses_midwife_density,,,,1.32
Thailand,2004,nurses_midwife_density,,,,1.479
Thailand,2006,nurses_midwife_density,,,,1.536
Thailand,2007,nurses_midwife_density,,,,1.524
Thailand,2008,nurses_midwife_density,,,,1.586
Thailand,2009,nurses_midwife_density,,,,1.65
Thailand,2010,nurses_midwife_density,,,,2.08
Vietnam,2001,nurses_midwife_density,,,,0.73
Vietnam,2002,nurses_midwife_density,,,,0.755
Vietnam,2005,nurses_midwife_density,,,,0.827
Vietnam,2006,nurses_midwife_density,,,,0.876
Vietnam,2007,nurses_midwife_density,,,,0.946
Vietnam,2008,nurses_midwife_density,,,,1.017
Vietnam,2009,nurses_midwife_density,,,,0.968
Vietnam,2010,nurses_midwife_density,,,,1.064
Vietnam,2011,nurses_midwife_density,,,,1.13
Vietnam,2012,nurses_midwife_density,,,,1.274
Vietnam,2013,nurses_midwife_density,,,,1.226
Brunei,2000,pharmaceutical_worker_density,,,,0.272
Brunei,2002,pharmaceutical_worker_density,,,,0.087
Brunei,2004,pharmaceutical_worker_density,,,,0.115
Brunei,2005,pharmaceutical_worker_density,,,,0.113
Brunei,2006,pharmaceutical_worker_density,,,,0.111
Brunei,2007,pharmaceutical_worker_density,,,,0.112
Brunei,2008,pharmaceutical_worker_density,,,,0.118
Brunei,2009,pharmaceutical_worker_density,,,,0.109
Brunei,2010,pharmaceutical_worker_density,,,,0.109
Brunei,2011,pharmaceutical_worker_density,,,,0.12
Brunei,2012,pharmaceutical_worker_density,,,,0.412
Cambodia,1996,pharmaceutical_worker_density,,,,0.045
Cambodia,1998,pharmaceutical_worker_density,,,,0.053
Cambodia,2000,pharmaceutical_worker_density,,,,0.046
Cambodia,2008,pharmaceutical_worker_density,,,,0.041
Cambodia,2009,pharmaceutical_worker_density,,,,0.039
Cambodia,2010,pharmaceutical_worker_density,,,,0.038
Cambodia,2012,pharmaceutical_worker_density,,,,0.038
Cambodia,2013,pharmaceutical_worker_density,,,,0.04
Indonesia,1992,pharmaceutical_worker_density,,,,0.024
Indonesia,2003,pharmaceutical_worker_density,,,,0.034
Indonesia,2009,pharmaceutical_worker_density,,,,0.045
Indonesia,2010,pharmaceutical_worker_density,,,,0.075
Indonesia,2012,pharmaceutical_worker_density,,,,0.103
Laos,2012,pharmaceutical_worker_density,,,,0.114
Malaysia,2000,pharmaceutical_worker_density,,,,0.1
Malaysia,2002,pharmaceutical_worker_density,,,,0.118
Malaysia,2007,pharmaceutical_worker_density,,,,0.171
Malaysia,2010,pharmaceutical_worker_density,,,,0.394
Malaysia,2011,pharmaceutical_worker_density,,,,0.434
Myanmar,2004,pharmaceutical_worker_density,,,,0.003
Philippines,2000,pharmaceutical_worker_density,,,,0.032
Philippines,2002,pharmaceutical_worker_density,,,,0.57
Philippines,2004,pharmaceutical_worker_density,,,,0.587
Philippines,2011,pharmaceutical_worker_density,,,,0.889
Singapore,1999,pharmaceutical_worker_density,,,,0.273
Singapore,2001,pharmaceutical_worker_density,,,,0.284
Singapore,2003,pharmaceutical_worker_density,,,,0.301
Singapore,2004,pharmaceutical_worker_density,,,,0.294
Singapore,2005,pharmaceutical_worker_density,,,,0.296
Singapore,2006,pharmaceutical_worker_density,,,,0.308
Singapore,2007,pharmaceutical_worker_density,,,,0.313
Singapore,2008,pharmaceutical_worker_density,,,,0.319
Singapore,2009,pharmaceutical_worker_density,,,,0.334
Singapore,2010,pharmaceutical_worker_density,,,,0.357
Singapore,2011,pharmaceutical_worker_density,,,,0.388
Singapore,2012,pharmaceutical_worker_density,,,,0.374
Singapore,2013,pharmaceutical_worker_density,,,,0.404
Thailand,1991,pharmaceutical_worker_density,,,,0.076
Thailand,1993,pharmaceutical_worker_density,,,,0.081
Thailand,1995,pharmaceutical_worker_density,,,,0.099
Thailand,1997,pharmaceutical_worker_density,,,,0.098
Thailand,1998,pharmaceutical_worker_density,,,,0.097
Thailand,1999,pharmaceutical_worker_density,,,,0.098
Thailand,2001,pharmaceutical_worker_density,,,,0.108
Thailand,2002,pharmaceutical_worker_density,,,,0.115
Thailand,2004,pharmaceutical_worker_density,,,,0.113
Thailand,2006,pharmaceutical_worker_density,,,,0.12
Thailand,2007,pharmaceutical_worker_density,,,,0.12
Thailand,2008,pharmaceutical_worker_density,,,,0.129
Thailand,2009,pharmaceutical_worker_density,,,,0.126
Thailand,2010,pharmaceutical_worker_density,,,,0.13
Vietnam,2001,pharmaceutical_worker_density,,,,0.074
Vietnam,2002,pharmaceutical_worker_density,,,,0.294
Vietnam,2005,pharmaceutical_worker_density,,,,0.276
Vietnam,2006,pharmaceutical_worker_density,,,,0.284
Vietnam,2007,pharmaceutical_worker_density,,,,0.31
Vietnam,2008,pharmaceutical_worker_density,,,,0.328
Vietnam,2011,pharmaceutical_worker_density,,,,0.31
Brunei,2000,physicans_density,,,,1.016
Brunei,2002,physicans_density,,,,1.165
Brunei,2004,physicans_density,,,,1.302
Brunei,2005,physicans_density,,,,1.078
Brunei,2006,physicans_density,,,,1.084
Brunei,2007,physicans_density,,,,1.05
Brunei,2008,physicans_density,,,,1.481
Brunei,2009,physicans_density,,,,1.15
Brunei,2010,physicans_density,,,,1.431
Brunei,2011,physicans_density,,,,1.522
Brunei,2012,physicans_density,,,,1.47
Cambodia,1996,physicans_density,,,,0.113
Cambodia,1998,physicans_density,,,,0.147
Cambodia,2000,physicans_density,,,,0.168
Cambodia,2008,physicans_density,,,,0.244
Cambodia,2009,physicans_density,,,,0.237
Cambodia,2010,physicans_density,,,,0.229
Cambodia,2011,physicans_density,,,,0.226
Cambodia,2012,physicans_density,,,,0.165
Cambodia,2013,physicans_density,,,,0.168
Indonesia,1993,physicans_density,,,,0.058
Indonesia,2003,physicans_density,,,,0.134
Indonesia,2009,physicans_density,,,,0.145
Indonesia,2010,physicans_density,,,,0.14
Indonesia,2012,physicans_density,,,,0.201
Laos,1995,physicans_density,,,,0.341
Laos,2000,physicans_density,,,,0.284
Laos,2004,physicans_density,,,,0.353
Laos,2005,physicans_density,,,,0.281
Laos,2009,physicans_density,,,,0.197
Laos,2012,physicans_density,,,,0.179
Malaysia,2000,physicans_density,,,,0.689
Malaysia,2002,physicans_density,,,,0.697
Malaysia,2008,physicans_density,,,,0.923
Malaysia,2010,physicans_density,,,,1.173
Malaysia,2011,physicans_density,,,,1.281
Myanmar,2004,physicans_density,,,,0.359
Myanmar,2005,physicans_density,,,,0.372
Myanmar,2006,physicans_density,,,,0.407
Myanmar,2007,physicans_density,,,,0.43
Myanmar,2008,physicans_density,,,,0.465
Myanmar,2009,physicans_density,,,,0.478
Myanmar,2010,physicans_density,,,,0.511
Myanmar,2011,physicans_density,,,,0.539
Myanmar,2012,physicans_density,,,,0.568
Philippines,2000,physicans_density,,,,0.568
Philippines,2002,physicans_density,,,,1.112
Philippines,2004,physicans_density,,,,1.11
Singapore,1999,physicans_density,,,,1.393
Singapore,2001,physicans_density,,,,1.428
Singapore,2003,physicans_density,,,,1.5
Singapore,2004,physicans_density,,,,1.484
Singapore,2005,physicans_density,,,,1.501
Singapore,2006,physicans_density,,,,1.502
Singapore,2007,physicans_density,,,,1.56
Singapore,2008,physicans_density,,,,1.617
Singapore,2009,physicans_density,,,,1.676
Singapore,2010,physicans_density,,,,1.736
Singapore,2011,physicans_density,,,,1.747
Singapore,2012,physicans_density,,,,1.82
Singapore,2013,physicans_density,,,,1.913
Thailand,1991,physicans_density,,,,0.224
Thailand,1993,physicans_density,,,,0.234
Thailand,1995,physicans_density,,,,0.239
Thailand,1997,physicans_density,,,,0.274
Thailand,1998,physicans_density,,,,0.293
Thailand,1999,physicans_density,,,,0.293
Thailand,2001,physicans_density,,,,0.299
Thailand,2002,physicans_density,,,,0.296
Thailand,2004,physicans_density,,,,0.289
Thailand,2006,physicans_density,,,,0.286
Thailand,2007,physicans_density,,,,0.295
Thailand,2008,physicans_density,,,,0.317
Thailand,2009,physicans_density,,,,0.34
Thailand,2010,physicans_density,,,,0.394
Vietnam,2001,physicans_density,,,,0.522
Vietnam,2002,physicans_density,,,,0.549
Vietnam,2005,physicans_density,,,,1.201
Vietnam,2006,physicans_density,,,,1.196
Vietnam,2007,physicans_density,,,,1.208
Vietnam,2008,physicans_density,,,,1.237
Vietnam,2009,physicans_density,,,,1.124
Vietnam,2010,physicans_density,,,,1.127
Vietnam,2011,physicans_density,,,,1.152
Vietnam,2012,physicans_density,,,,1.266
Vietnam,2013,physicans_density,,,,1.18
Brunei,2004,tb_prevalence,,,,54.0
Brunei,2005,tb_prevalence,,,,224.0
Brunei,2006,tb_prevalence,,,,240.0
Brunei,2007,tb_prevalence,,,,272.0
Brunei,2008,tb_prevalence,,,,286.0
Brunei,2009,tb_prevalence,,,,291.0
Brunei,2010,tb_prevalence,,,,311.0
Cambodia,2004,tb_prevalence,,,,510.0
Cambodia,2005,tb_prevalence,,,,676.0
Cambodia,2006,tb_prevalence,,,,664.0
Cambodia,2007,tb_prevalence,,,,697.0
Cambodia,2008,tb_prevalence,,,,693.0
Cambodia,2009,tb_prevalence,,,,681.0
Cambodia,2010,tb_prevalence,,,,125.0
Cambodia,2011,tb_prevalence,,,,817.0
Cambodia,2012,tb_prevalence,,,,764.0
Indonesia,2004,tb_prevalence,,,,245.0
Indonesia,2005,tb_prevalence,,,,260.0
Indonesia,2011,tb_prevalence,,,,281.0
Indonesia,2012,tb_prevalence,,,,297.0
Laos,2006,tb_prevalence,,,,4269.0
Laos,2011,tb_prevalence,,,,540.0
Laos,2012,tb_prevalence,,,,514.0
Malaysia,2004,tb_prevalence,,,,60.0
Malaysia,2005,tb_prevalence,,,,60.4
Malaysia,2006,tb_prevalence,,,,62.1
Malaysia,2007,tb_prevalence,,,,62.2
Malaysia,2008,tb_prevalence,,,,63.5
Malaysia,2009,tb_prevalence,,,,64.9
Malaysia,2010,tb_prevalence,,,,68.4
Malaysia,2011,tb_prevalence,,,,101.0
Malaysia,2012,tb_prevalence,,,,101.0
Myanmar,2005,tb_prevalence,,,,647.0
Myanmar,2008,tb_prevalence,,,,564.0
Myanmar,2009,tb_prevalence,,,,544.0
Myanmar,2010,tb_prevalence,,,,525.0
Myanmar,2011,tb_prevalence,,,,506.0
Myanmar,2012,tb_prevalence,,,,489.0
Myanmar,2013,tb_prevalence,,,,473.0
Myanmar,2014,tb_prevalence,,,,457.0
Philippines,2004,tb_prevalence,,,,293.0
Philippines,2005,tb_prevalence,,,,162.2
Philippines,2006,tb_prevalence,,,,151.5
Philippines,2007,tb_prevalence,,,,151.6
Philippines,2008,tb_prevalence,,,,273.1
Philippines,2009,tb_prevalence,,,,340.4
Philippines,2010,tb_prevalence,,,,97.0
Philippines,2011,tb_prevalence,,,,292.4
Philippines,2012,tb_prevalence,,,,461.0
Singapore,2004,tb_prevalence,,,,40.0
Singapore,2005,tb_prevalence,,,,37.2
Singapore,2006,tb_prevalence,,,,35.9
Singapore,2007,tb_prevalence,,,,35.0
Singapore,2008,tb_prevalence,,,,40.3
Singapore,2009,tb_prevalence,,,,39.4
Singapore,2010,tb_prevalence,,,,39.9
Singapore,2011,tb_prevalence,,,,41.0
Singapore,2012,tb_prevalence,,,,41.5
Singapore,2013,tb_prevalence,,,,37.6
Singapore,2014,tb_prevalence,,,,36.9
Thailand,2004,tb_prevalence,,,,142.0
Thailand,2005,tb_prevalence,,,,51.9
Thailand,2006,tb_prevalence,,,,53.4
Thailand,2007,tb_prevalence,,,,53.8
Thailand,2008,tb_prevalence,,,,54.3
Thailand,2009,tb_prevalence,,,,63.1
Thailand,2010,tb_prevalence,,,,63.7
Thailand,2011,tb_prevalence,,,,66.9
Thailand,2012,tb_prevalence,,,,159.0
Vietnam,2004,tb_prevalence,,,,176.0
Vietnam,2005,tb_prevalence,,,,116.0
Vietnam,2006,tb_prevalence,,,,118.0
Vietnam,2007,tb_prevalence,,,,117.0
Vietnam,2008,tb_prevalence,,,,116.0
Vietnam,2009,tb_prevalence,,,,114.0
Vietnam,2010,tb_prevalence,,,,62.0
Vietnam,2011,tb_prevalence,,,,323.0
Vietnam,2012,tb_prevalence,,,,218.0
Brunei,2004,under_5_mortality_rate,,,,9.8
Brunei,2005,under_5_mortality_rate,,,,9.5
Brunei,2006,under_5_mortality_rate,,,,9.2
Brunei,2007,under_5_mortality_rate,,,,9.5
Brunei,2008,under_5_mortality_rate,,,,9.5
Brunei,2009,under_5_mortality_rate,,,,8.2
Brunei,2010,under_5_mortality_rate,,,,7.2
Brunei,2011,under_5_mortality_rate,,,,10.0
Brunei,2012,under_5_mortality_rate,,,,10.3
Brunei,2013,under_5_mortality_rate,,,,9.7
Brunei,2014,under_5_mortality_rate,,,,8.7
Cambodia,2005,under_5_mortality_rate,,,,83.0
Cambodia,2010,under_5_mortality_rate,,,,54.0
Cambodia,2011,under_5_mortality_rate,,,,43.0
Cambodia,2012,under_5_mortality_rate,,,,40.0
Indonesia,2005,under_5_mortality_rate,,,,45.0
Indonesia,2010,under_5_mortality_rate,,,,42.0
Indonesia,2011,under_5_mortality_rate,,,,32.0
Indonesia,2012,under_5_mortality_rate,,,,40.0
Laos,2005,under_5_mortality_rate,,,,97.6
Laos,2006,under_5_mortality_rate,,,,93.0
Laos,2007,under_5_mortality_rate,,,,88.6
Laos,2008,under_5_mortality_rate,,,,84.4
Laos,2009,under_5_mortality_rate,,,,80.4
Laos,2010,under_5_mortality_rate,,,,76.4
Laos,2011,under_5_mortality_rate,,,,79.0
Laos,2012,under_5_mortality_rate,,,,68.4
Laos,2013,under_5_mortality_rate,,,,64.3
Malaysia,2005,under_5_mortality_rate,,,,8.5
Malaysia,2006,under_5_mortality_rate,,,,7.9
Malaysia,2007,under_5_mortality_rate,,,,7.9
Malaysia,2008,under_5_mortality_rate,,,,8.0
Malaysia,2009,under_5_mortality_rate,,,,8.5
Malaysia,2010,under_5_mortality_rate,,,,8.5
Malaysia,2012,under_5_mortality_rate,,,,9.0
Myanmar,2005,under_5_mortality_rate,,,,70.8
Myanmar,2006,under_5_mortality_rate,,,,66.2
Myanmar,2007,under_5_mortality_rate,,,,64.3
Myanmar,2008,under_5_mortality_rate,,,,40.7
Myanmar,2009,under_5_mortality_rate,,,,36.5
Myanmar,2010,under_5_mortality_rate,,,,34.9
Myanmar,2011,under_5_mortality_rate,,,,33.9
Myanmar,2012,under_5_mortality_rate,,,,29.6
Philippines,2004,under_5_mortality_rate,,,,40.0
Philippines,2005,under_5_mortality_rate,,,,34.0
Philippines,2006,under_5_mortality_rate,,,,32.0
Philippines,2010,under_5_mortality_rate,,,,36.0
Philippines,2011,under_5_mortality_rate,,,,25.0
Singapore,2004,under_5_mortality_rate,,,,3.0
Singapore,2005,under_5_mortality_rate,,,,2.9
Singapore,2006,under_5_mortality_rate,,,,2.9
Singapore,2007,under_5_mortality_rate,,,,2.9
Singapore,2008,under_5_mortality_rate,,,,2.7
Singapore,2009,under_5_mortality_rate,,,,2.8
Singapore,2010,under_5_mortality_rate,,,,2.9
Singapore,2011,under_5_mortality_rate,,,,2.9
Singapore,2012,under_5_mortality_rate,,,,2.7
Singapore,2013,under_5_mortality_rate,,,,2.6
Singapore,2014,under_5_mortality_rate,,,,2.6
Thailand,2004,under_5_mortality_rate,,,,11.3
Thailand,2005,under_5_mortality_rate,,,,10.8
Thailand,2006,under_5_mortality_rate,,,,10.4
Thailand,2007,under_5_mortality_rate,,,,10.0
Thailand,2008,under_5_mortality_rate,,,,9.9
Thailand,2009,under_5_mortality_rate,,,,9.8
Thailand,2010,under_5_mortality_rate,,,,9.8
Thailand,2011,under_5_mortality_rate,,,,9.0
Thailand,2012,under_5_mortality_rate,,,,9.0
Thailand,2013,under_5_mortality_rate,,,,9.0
Vietnam,2004,under_5_mortality_rate,,,,26.8
Vietnam,2005,under_5_mortality_rate,,,,24.1
Vietnam,2006,under_5_mortality_rate,,,,24.1
Vietnam,2007,under_5_mortality_rate,,,,22.5
Vietnam,2008,under_5_mortality_rate,,,,24.1
Vietnam,2009,under_5_mortality_rate,,,,23.8
Vietnam,2010,under_5_mortality_rate,,,,23.3
Vietnam,2011,under_5_mortality_rate,,,,23.2
Vietnam,2012,under_5_mortality_rate,,,,23.1
Vietnam,2013,under_5_mortality_rate,,,,22.4
Brunei,1991,undernourished_population,,,,5.0
Brunei,1992,undernourished_population,,,,5.0
Brunei,1993,undernourished_population,,,,5.0
Brunei,1994,undernourished_population,,,,5.0
Brunei,1995,undernourished_population,,,,5.0
Brunei,1996,undernourished_population,,,,5.0
Brunei,1997,undernourished_population,,,,5.0
Brunei,1998,undernourished_population,,,,5.0
Brunei,1999,undernourished_population,,,,5.0
Brunei,2000,undernourished_population,,,,5.0
Brunei,2001,undernourished_population,,,,5.0
Brunei,2002,undernourished_population,,,,5.0
Brunei,2003,undernourished_population,,,,5.0
Brunei,2004,undernourished_population,,,,5.0
Brunei,2005,undernourished_population,,,,5.0
Brunei,2006,undernourished_population,,,,5.0
Brunei,2007,undernourished_population,,,,5.0
Brunei,2008,undernourished_population,,,,5.0
Brunei,2009,undernourished_population,,,,5.0
Brunei,2010,undernourished_population,,,,5.0
Brunei,2011,undernourished_population,,,,5.0
Brunei,2012,undernourished_population,,,,5.0
Brunei,2013,undernourished_population,,,,5.0
Brunei,2014,undernourished_population,,,,5.0
Brunei,2015,undernourished_population,,,,5.0
Cambodia,1991,undernourished_population,,,,32.1
Cambodia,1992,undernourished_population,,,,29.7
Cambodia,1993,undernourished_population,,,,29.0
Cambodia,1994,undernourished_population,,,,28.3
Cambodia,1995,undernourished_population,,,,29.4
Cambodia,1996,undernourished_population,,,,32.0
Cambodia,1997,undernourished_population,,,,35.4
Cambodia,1998,undernourished_population,,,,36.8
Cambodia,1999,undernourished_population,,,,35.3
Cambodia,2000,undernourished_population,,,,32.0
Cambodia,2001,undernourished_population,,,,28.5
Cambodia,2002,undernourished_population,,,,25.9
Cambodia,2003,undernourished_population,,,,23.6
Cambodia,2004,undernourished_population,,,,22.1
Cambodia,2005,undernourished_population,,,,20.8
Cambodia,2006,undernourished_population,,,,19.6
Cambodia,2007,undernourished_population,,,,18.3
Cambodia,2008,undernourished_population,,,,17.5
Cambodia,2009,undernourished_population,,,,17.1
Cambodia,2010,undernourished_population,,,,17.0
Cambodia,2011,undernourished_population,,,,16.8
Cambodia,2012,undernourished_population,,,,16.4
Cambodia,2013,undernourished_population,,,,15.7
Cambodia,2014,undernourished_population,,,,15.0
Cambodia,2015,undernourished_population,,,,14.2
Indonesia,1991,undernourished_population,,,,19.7
Indonesia,1992,undernourished_population,,,,19.0
Indonesia,1993,undernourished_population,,,,18.1
Indonesia,1994,undernourished_population,,,,16.8
Indonesia,1995,undernourished_population,,,,15.6
Indonesia,1996,undernourished_population,,,,14.7
Indonesia,1997,undernourished_population,,,,14.6
Indonesia,1998,undernourished_population,,,,15.3
Indonesia,1999,undernourished_population,,,,16.2
