country,year,indicator,sub_indicator,sex,unit,value
Indonesia,2000,undernourished_population,,,,17.2
Indonesia,2001,undernourished_population,,,,18.1
Indonesia,2002,undernourished_population,,,,18.7
Indonesia,2003,undernourished_population,,,,18.8
Indonesia,2004,undernourished_population,,,,18.7
Indonesia,2005,undernourished_population,,,,18.8
Indonesia,2006,undernourished_population,,,,18.8
Indonesia,2007,undernourished_population,,,,18.5
Indonesia,2008,undernourished_population,,,,17.7
Indonesia,2009,undernourished_population,,,,15.9
Indonesia,2010,undernourished_population,,,,13.5
Indonesia,2011,undernourished_population,,,,11.1
Indonesia,2012,undernourished_population,,,,9.3
Indonesia,2013,undernourished_population,,,,8.2
Indonesia,2014,undernourished_population,,,,7.6
Indonesia,2015,undernourished_population,,,,7.6
Laos,1991,undernourished_population,,,,42.8
Laos,1992,undernourished_population,,,,43.6
Laos,1993,undernourished_population,,,,44.1
Laos,1994,undernourished_population,,,,44.5
Laos,1995,undernourished_population,,,,44.1
Laos,1996,undernourished_population,,,,43.1
Laos,1997,undernourished_population,,,,41.8
Laos,1998,undernourished_population,,,,41.1
Laos,1999,undernourished_population,,,,40.0
Laos,2000,undernourished_population,,,,39.2
Laos,2001,undernourished_population,,,,37.9
Laos,2002,undernourished_population,,,,36.7
Laos,2003,undernourished_population,,,,34.8
Laos,2004,undernourished_population,,,,32.2
Laos,2005,undernourished_population,,,,29.5
Laos,2006,undernourished_population,,,,26.9
Laos,2007,undernourished_population,,,,25.6
Laos,2008,undernourished_population,,,,24.7
Laos,2009,undernourished_population,,,,24.2
Laos,2010,undernourished_population,,,,22.8
Laos,2011,undernourished_population,,,,21.4
Laos,2012,undernourished_population,,,,20.1
Laos,2013,undernourished_population,,,,19.4
Laos,2014,undernourished_population,,,,18.9
Laos,2015,undernourished_population,,,,18.5
Malaysia,1991,undernourished_population,,,,5.1
Malaysia,1992,undernourished_population,,,,5.0
Malaysia,1993,undernourished_population,,,,5.0
Malaysia,1994,undernourished_population,,,,5.0
Malaysia,1995,undernourished_population,,,,5.0
Malaysia,1996,undernourished_population,,,,5.0
Malaysia,1997,undernourished_population,,,,5.0
Malaysia,1998,undernourished_population,,,,5.0
Malaysia,1999,undernourished_population,,,,5.0
Malaysia,2000,undernourished_population,,,,5.0
Malaysia,2001,undernourished_population,,,,5.0
Malaysia,2002,undernourished_population,,,,5.0
Malaysia,2003,undernourished_population,,,,5.0
Malaysia,2004,undernourished_population,,,,5.0
Malaysia,2005,undernourished_population,,,,5.0
Malaysia,2006,undernourished_population,,,,5.0
Malaysia,2007,undernourished_population,,,,5.0
Malaysia,2008,undernourished_population,,,,5.0
Malaysia,2009,undernourished_population,,,,5.0
Malaysia,2010,undernourished_population,,,,5.0
Malaysia,2011,undernourished_population,,,,5.0
Malaysia,2012,undernourished_population,,,,5.0
Malaysia,2013,undernourished_population,,,,5.0
Malaysia,2014,undernourished_population,,,,5.0
Malaysia,2015,undernourished_population,,,,5.0
Myanmar,1991,undernourished_population,,,,62.6
Myanmar,1992,undernourished_population,,,,62.7
Myanmar,1993,undernourished_population,,,,62.5
Myanmar,1994,undernourished_population,,,,61.6
Myanmar,1995,undernourished_population,,,,60.7
Myanmar,1996,undernourished_population,,,,58.8
Myanmar,1997,undernourished_population,,,,57.0
Myanmar,1998,undernourished_population,,,,55.3
Myanmar,1999,undernourished_population,,,,54.2
Myanmar,2000,undernourished_population,,,,52.4
Myanmar,2001,undernourished_population,,,,49.6
Myanmar,2002,undernourished_population,,,,46.3
Myanmar,2003,undernourished_population,,,,42.9
Myanmar,2004,undernourished_population,,,,39.9
Myanmar,2005,undernourished_population,,,,36.9
Myanmar,2006,undernourished_population,,,,33.7
Myanmar,2007,undernourished_population,,,,30.1
Myanmar,2008,undernourished_population,,,,26.4
Myanmar,2009,undernourished_population,,,,23.0
Myanmar,2010,undernourished_population,,,,20.2
Myanmar,2011,undernourished_population,,,,18.0
Myanmar,2012,undernourished_population,,,,16.5
Myanmar,2013,undernourished_population,,,,15.5
Myanmar,2014,undernourished_population,,,,14.9
Myanmar,2015,undernourished_population,,,,14.2
Philippines,1991,undernourished_population,,,,26.3
Philippines,1992,undernourished_population,,,,27.0
Philippines,1993,undernourished_population,,,,26.4
Philippines,1994,undernourished_population,,,,26.0
Philippines,1995,undernourished_population,,,,24.7
Philippines,1996,undernourished_population,,,,23.7
Philippines,1997,undernourished_population,,,,22.8
Philippines,1998,undernourished_population,,,,22.7
Philippines,1999,undernourished_population,,,,22.2
Philippines,2000,undernourished_population,,,,21.3
Philippines,2001,undernourished_population,,,,20.3
Philippines,2002,undernourished_population,,,,19.7
Philippines,2003,undernourished_population,,,,19.2
Philippines,2004,undernourished_population,,,,18.6
Philippines,2005,undernourished_population,,,,17.6
Philippines,2006,undernourished_population,,,,16.4
Philippines,2007,undernourished_population,,,,15.0
Philippines,2008,undernourished_population,,,,13.8
Philippines,2009,undernourished_population,,,,13.0
Philippines,2010,undernourished_population,,,,13.0
Philippines,2011,undernourished_population,,,,13.4
Philippines,2012,undernourished_population,,,,13.9
Philippines,2013,undernourished_population,,,,14.0
Philippines,2014,undernourished_population,,,,13.9
Philippines,2015,undernourished_population,,,,13.5
Thailand,1991,undernourished_population,,,,34.6
Thailand,1992,undernourished_population,,,,33.2
Thailand,1993,undernourished_population,,,,32.6
Thailand,1994,undernourished_population,,,,30.8
Thailand,1995,undernourished_population,,,,27.9
Thailand,1996,undernourished_population,,,,24.8
Thailand,1997,undernourished_population,,,,21.6
Thailand,1998,undernourished_population,,,,20.1
Thailand,1999,undernourished_population,,,,19.3
Thailand,2000,undernourished_population,,,,19.0
Thailand,2001,undernourished_population,,,,18.4
Thailand,2002,undernourished_population,,,,17.5
Thailand,2003,undernourished_population,,,,16.3
Thailand,2004,undernourished_population,,,,15.0
Thailand,2005,undernourished_population,,,,13.4
Thailand,2006,undernourished_population,,,,11.7
Thailand,2007,undernourished_population,,,,10.4
Thailand,2008,undernourished_population,,,,9.7
Thailand,2009,undernourished_population,,,,9.5
Thailand,2010,undernourished_population,,,,9.3
Thailand,2011,undernourished_population,,,,8.9
Thailand,2012,undernourished_population,,,,8.6
Thailand,2013,undernourished_population,,,,8.3
Thailand,2014,undernourished_population,,,,7.9
Thailand,2015,undernourished_population,,,,7.4
Vietnam,1991,undernourished_population,,,,45.6
Vietnam,1992,undernourished_population,,,,44.8
Vietnam,1993,undernourished_population,,,,41.3
Vietnam,1994,undernourished_population,,,,37.9
Vietnam,1995,undernourished_population,,,,35.5
Vietnam,1996,undernourished_population,,,,35.1
Vietnam,1997,undernourished_population,,,,35.1
Vietnam,1998,undernourished_population,,,,34.2
Vietnam,1999,undernourished_population,,,,31.4
Vietnam,2000,undernourished_population,,,,28.1
Vietnam,2001,undernourished_population,,,,25.4
Vietnam,2002,undernourished_population,,,,23.3
Vietnam,2003,undernourished_population,,,,21.4
Vietnam,2004,undernourished_population,,,,19.9
Vietnam,2005,undernourished_population,,,,19.0
Vietnam,2006,undernourished_population,,,,18.5
Vietnam,2007,undernourished_population,,,,17.8
Vietnam,2008,undernourished_population,,,,16.8
Vietnam,2009,undernourished_population,,,,15.6
Vietnam,2010,undernourished_population,,,,14.5
Vietnam,2011,undernourished_population,,,,13.6
Vietnam,2012,undernourished_population,,,,13.0
Vietnam,2013,undernourished_population,,,,12.5
Vietnam,2014,undernourished_population,,,,11.8
Vietnam,2015,undernourished_population,,,,11.0
Brunei,2000,underweight_children,,,,38.9
Brunei,2005,underweight_children,,,,35.2
Brunei,2010,underweight_children,,,,29.1
Cambodia,1996,underweight_children,,,,42.6
Cambodia,2000,underweight_children,,,,39.5
Cambodia,2005,underweight_children,,,,28.4
Cambodia,2008,underweight_children,,,,28.8
Cambodia,2010,underweight_children,,,,29.0
Indonesia,1992,underweight_children,,,,29.8
Indonesia,1995,underweight_children,,,,30.3
Indonesia,1998,underweight_children,,,,25.8
Indonesia,1999,underweight_children,,,,22.8
Indonesia,2000,underweight_children,,,,24.8
Indonesia,2001,underweight_children,,,,23.4
Indonesia,2002,underweight_children,,,,23.0
Indonesia,2003,underweight_children,,,,23.1
Indonesia,2004,underweight_children,,,,19.7
Indonesia,2005,underweight_children,,,,24.4
Indonesia,2007,underweight_children,,,,19.6
Indonesia,2010,underweight_children,,,,18.6
Indonesia,2013,underweight_children,,,,19.9
Laos,1993,underweight_children,,,,39.8
Laos,1994,underweight_children,,,,35.9
Laos,2000,underweight_children,,,,36.4
Laos,2006,underweight_children,,,,31.6
Laos,2011,underweight_children,,,,26.5
Malaysia,1990,underweight_children,,,,22.1
Malaysia,1991,underweight_children,,,,23.1
Malaysia,1992,underweight_children,,,,22.6
Malaysia,1993,underweight_children,,,,20.5
Malaysia,1994,underweight_children,,,,19.7
Malaysia,1995,underweight_children,,,,17.7
Malaysia,1999,underweight_children,,,,16.7
Malaysia,2006,underweight_children,,,,12.9
Myanmar,1990,underweight_children,,,,32.5
Myanmar,1991,underweight_children,,,,37.0
Myanmar,1994,underweight_children,,,,31.2
Myanmar,1995,underweight_children,,,,38.7
Myanmar,1997,underweight_children,,,,28.1
Myanmar,2000,underweight_children,,,,30.1
Myanmar,2003,underweight_children,,,,29.6
Myanmar,2009,underweight_children,,,,22.6
Philippines,1990,underweight_children,,,,29.9
Philippines,1992,underweight_children,,,,29.8
Philippines,1993,underweight_children,,,,26.3
Philippines,1998,underweight_children,,,,28.3
Philippines,2003,underweight_children,,,,20.7
Philippines,2008,underweight_children,,,,20.7
Philippines,2011,underweight_children,,,,20.2
Philippines,2013,underweight_children,,,,19.9
Singapore,2000,underweight_children,,,,3.3
Thailand,1993,underweight_children,,,,16.3
Thailand,1995,underweight_children,,,,15.4
Thailand,2006,underweight_children,,,,7.0
Thailand,2012,underweight_children,,,,9.2
Vietnam,1993,underweight_children,,,,36.9
Vietnam,1994,underweight_children,,,,40.6
Vietnam,1998,underweight_children,,,,35.8
Vietnam,1999,underweight_children,,,,31.1
Vietnam,2000,underweight_children,,,,26.7
Vietnam,2002,underweight_children,,,,23.4
Vietnam,2003,underweight_children,,,,24.6
Vietnam,2004,underweight_children,,,,23.8
Vietnam,2005,underweight_children,,,,22.7
Vietnam,2006,underweight_children,,,,22.1
Vietnam,2007,underweight_children,,,,22.6
Vietnam,2008,underweight_children,,,,20.2
Vietnam,2010,underweight_children,,,,17.5
Vietnam,2011,underweight_children,,,,12.0
